Index of Gen, I#1: Average AdditionProb of Gen, Average SubstractionProb of Gen, Average SubstitutionProb of Gen, I#2: Average AdditionProb of Gen, Average SubstractionProb of Gen, Average SubstitutionProb of Gen, I#3: Average AdditionProb of Gen, Average SubstractionProb of Gen, Average SubstitutionProb of Gen, I#4: Average AdditionProb of Gen, Average SubstractionProb of Gen, Average SubstitutionProb of Gen, I#5: Average AdditionProb of Gen, Average SubstractionProb of Gen, Average SubstitutionProb of Gen, I#6: Average AdditionProb of Gen, Average SubstractionProb of Gen, Average SubstitutionProb of Gen, I#7: Average AdditionProb of Gen, Average SubstractionProb of Gen, Average SubstitutionProb of Gen, I#8: Average AdditionProb of Gen, Average SubstractionProb of Gen, Average SubstitutionProb of Gen, 
317,0.345284,0.468381,0.480853,0.451627,0.493203,0.566199,0.544954,0.498154,0.607878,0.751295,0.725636,0.532849,0.149068,0.222294,0.736199,0.168209,0.0576283,0.0981328,0.594586,0.472237,0.600973,0.537121,0.189739,0.738088,
318,0.345673,0.459415,0.478553,0.453315,0.490398,0.566253,0.544894,0.498661,0.603924,0.749352,0.725329,0.534505,0.149445,0.220004,0.736207,0.167517,0.0537717,0.0979055,0.588315,0.473239,0.595288,0.536236,0.186449,0.738106,
319,0.345604,0.459074,0.477477,0.447003,0.4924,0.562152,0.540505,0.495889,0.604801,0.749908,0.726465,0.534586,0.152427,0.221375,0.735886,0.167691,0.0634915,0.0979277,0.595149,0.473111,0.597254,0.537004,0.185929,0.738764,
320,0.345753,0.459382,0.477457,0.4417,0.493923,0.563055,0.541436,0.490346,0.614646,0.752895,0.725947,0.536201,0.152343,0.220577,0.736255,0.168392,0.0655616,0.0961321,0.591523,0.473525,0.594823,0.537452,0.173431,0.73347,
321,0.346009,0.458641,0.465595,0.438812,0.495147,0.562818,0.549457,0.490609,0.610549,0.762515,0.728699,0.535959,0.153131,0.215404,0.740526,0.168142,0.0670348,0.0972706,0.593772,0.471653,0.597111,0.54072,0.170459,0.729476,
322,0.34578,0.458817,0.478835,0.439105,0.495118,0.568848,0.546048,0.493516,0.611499,0.773731,0.729877,0.534654,0.151059,0.212274,0.746645,0.168319,0.0655059,0.098609,0.587439,0.473611,0.593535,0.537813,0.173132,0.72869,
323,0.346273,0.456864,0.480467,0.43915,0.495167,0.564379,0.546776,0.487867,0.609556,0.779631,0.729493,0.533294,0.153139,0.214685,0.743372,0.168012,0.0668193,0.0983688,0.583333,0.473708,0.592234,0.538445,0.185961,0.735617,
324,0.348539,0.457747,0.48078,0.438611,0.494916,0.564918,0.547634,0.48462,0.603814,0.788008,0.72982,0.529139,0.154069,0.215234,0.746674,0.168436,0.0662965,0.0970867,0.561533,0.474409,0.587193,0.534936,0.18837,0.734967,
325,0.348134,0.454044,0.482236,0.439432,0.495036,0.563958,0.547162,0.488026,0.596763,0.785127,0.727539,0.530838,0.154636,0.214576,0.741771,0.167967,0.0671059,0.0972817,0.56788,0.467666,0.587473,0.5366,0.18943,0.737455,
326,0.347359,0.454654,0.491654,0.441198,0.495504,0.562739,0.546956,0.486592,0.596298,0.786627,0.729537,0.532037,0.155088,0.215221,0.748677,0.167754,0.0666132,0.0950374,0.561541,0.469555,0.583419,0.535169,0.197874,0.736451,
327,0.3474,0.454,0.494223,0.440797,0.494684,0.561803,0.546053,0.482862,0.594981,0.781629,0.72973,0.527578,0.153692,0.218635,0.748092,0.168229,0.0673975,0.0861143,0.557026,0.477211,0.578346,0.538315,0.189842,0.733868,
328,0.347796,0.455449,0.498517,0.437233,0.493378,0.56217,0.547248,0.481079,0.591898,0.78089,0.728205,0.525923,0.15134,0.218517,0.735831,0.168172,0.0666621,0.0970676,0.555458,0.479486,0.577215,0.53463,0.185926,0.731282,
329,0.353623,0.443371,0.488302,0.435004,0.492167,0.562389,0.548147,0.483595,0.594787,0.782765,0.728162,0.525322,0.152578,0.217836,0.738938,0.168376,0.0673439,0.0947847,0.559901,0.478425,0.571504,0.532949,0.178888,0.728369,
330,0.358979,0.431297,0.477392,0.436482,0.494031,0.562582,0.550249,0.484092,0.590208,0.774776,0.726264,0.528009,0.157822,0.219699,0.74255,0.168086,0.0663352,0.0885857,0.569755,0.479438,0.571149,0.533203,0.184839,0.73217,
331,0.359443,0.429346,0.473472,0.43296,0.491182,0.562723,0.54575,0.488928,0.585267,0.775323,0.727682,0.528377,0.15912,0.22333,0.752729,0.168482,0.0671876,0.0835624,0.558245,0.477783,0.566206,0.532583,0.181063,0.726013,
332,0.373614,0.430265,0.470407,0.436372,0.492031,0.562685,0.546162,0.486067,0.583126,0.782858,0.729242,0.521614,0.160947,0.229784,0.752929,0.168515,0.0666531,0.0849526,0.557611,0.47729,0.566224,0.533466,0.180248,0.726456,
333,0.3774,0.43238,0.466105,0.435477,0.492434,0.563906,0.547692,0.485586,0.583909,0.795183,0.728045,0.516528,0.163256,0.234568,0.752008,0.163506,0.0668646,0.0854996,0.558641,0.477544,0.566655,0.534106,0.185581,0.726453,
334,0.380494,0.433163,0.471569,0.43471,0.48871,0.562714,0.548121,0.482949,0.586033,0.794784,0.728296,0.51347,0.163537,0.237493,0.751321,0.164694,0.0667471,0.0854484,0.5683,0.477928,0.576035,0.533724,0.186754,0.7267,
335,0.380155,0.434054,0.474345,0.434703,0.492072,0.563579,0.550422,0.482489,0.588604,0.795579,0.731409,0.512917,0.168224,0.238972,0.749121,0.166196,0.0669753,0.085006,0.573033,0.478084,0.575859,0.533575,0.183869,0.726001,
336,0.385337,0.434051,0.462048,0.438924,0.488239,0.564374,0.549621,0.480228,0.593045,0.796422,0.729774,0.510311,0.170908,0.234019,0.754423,0.167839,0.0660645,0.0929847,0.559892,0.476188,0.574511,0.53396,0.186925,0.726001,
337,0.395831,0.43449,0.461925,0.440897,0.491551,0.563282,0.549256,0.490944,0.582298,0.794457,0.72975,0.506792,0.160577,0.225434,0.752735,0.169512,0.0657478,0.0931027,0.552791,0.47831,0.570248,0.532797,0.195127,0.725951,
338,0.388531,0.434835,0.462124,0.437593,0.494953,0.562883,0.54845,0.478655,0.594605,0.793597,0.732274,0.50445,0.157658,0.232796,0.753228,0.169086,0.0648401,0.0862151,0.5546,0.476761,0.575006,0.534693,0.192282,0.72509,
339,0.389494,0.434352,0.46249,0.438277,0.495031,0.562497,0.549277,0.475824,0.599093,0.790996,0.73637,0.50036,0.150336,0.234846,0.752792,0.168731,0.0737461,0.0848187,0.547921,0.471624,0.575806,0.534839,0.192314,0.727246,
340,0.389877,0.435021,0.463201,0.444395,0.495025,0.561846,0.551022,0.479057,0.599414,0.791219,0.73715,0.499387,0.138426,0.234018,0.752829,0.169034,0.0691092,0.0831846,0.544176,0.47418,0.574996,0.535513,0.190246,0.72668,
341,0.391842,0.435849,0.45796,0.440758,0.494763,0.561974,0.553611,0.48987,0.593252,0.790625,0.736847,0.499155,0.139033,0.235326,0.753048,0.169064,0.076608,0.0762989,0.547977,0.474126,0.577803,0.534775,0.191758,0.726479,
342,0.388096,0.435696,0.463156,0.444243,0.494871,0.56246,0.550402,0.492837,0.592733,0.788263,0.735959,0.502461,0.13817,0.2329,0.753922,0.168576,0.0771313,0.0762127,0.546285,0.467544,0.577929,0.533629,0.193332,0.728164,
343,0.382956,0.435422,0.462635,0.430482,0.495394,0.562608,0.549484,0.485178,0.598707,0.788607,0.735389,0.502804,0.14059,0.236035,0.753077,0.164909,0.0776579,0.0767559,0.546387,0.47508,0.576797,0.533005,0.194403,0.728174,
344,0.382339,0.436462,0.463706,0.42449,0.493879,0.562496,0.539933,0.472953,0.613894,0.786067,0.741009,0.502164,0.137443,0.237841,0.751837,0.167254,0.0777859,0.0761474,0.551442,0.485455,0.580766,0.530322,0.194883,0.732312,
345,0.382759,0.439522,0.462789,0.41863,0.503857,0.562144,0.54504,0.476567,0.607919,0.788272,0.739829,0.506097,0.147567,0.234252,0.749576,0.169015,0.0776379,0.0757619,0.550618,0.490864,0.579905,0.529084,0.196465,0.730189,
346,0.383731,0.429987,0.461132,0.418924,0.507259,0.568098,0.545847,0.480711,0.598606,0.793635,0.740809,0.511913,0.143639,0.237628,0.746569,0.168524,0.0788264,0.0764561,0.551104,0.493673,0.579766,0.530297,0.196921,0.729888,
347,0.386616,0.429884,0.45901,0.407245,0.494461,0.570164,0.549075,0.485487,0.59322,0.795226,0.740701,0.509094,0.139287,0.236198,0.753432,0.168449,0.0807455,0.07658,0.549606,0.49207,0.581212,0.529352,0.194817,0.728984,
348,0.382744,0.435663,0.454812,0.406251,0.495793,0.574685,0.549378,0.491388,0.591221,0.793637,0.737315,0.517244,0.135454,0.231828,0.757146,0.169146,0.0789281,0.0780392,0.550823,0.488252,0.584734,0.533964,0.195983,0.729962,
349,0.380176,0.436712,0.451825,0.404507,0.494528,0.573387,0.549476,0.492388,0.590705,0.793456,0.734708,0.514789,0.138936,0.236043,0.757898,0.16649,0.0798445,0.0844486,0.548458,0.486996,0.59522,0.530151,0.190801,0.729147,
350,0.379585,0.439137,0.451396,0.40374,0.492959,0.571122,0.550686,0.497286,0.584798,0.796426,0.733923,0.513527,0.140119,0.235035,0.753889,0.168377,0.0819229,0.0839863,0.546949,0.486434,0.598388,0.53734,0.191445,0.729841,
351,0.37923,0.441978,0.452042,0.403576,0.492693,0.575555,0.548193,0.492819,0.591738,0.805717,0.730002,0.516857,0.139275,0.236654,0.761376,0.169356,0.0784307,0.0843955,0.546782,0.485832,0.601748,0.531767,0.188679,0.730338,
352,0.380352,0.441413,0.452214,0.403789,0.489279,0.568761,0.549539,0.499725,0.585469,0.807272,0.731067,0.516022,0.139375,0.236869,0.761957,0.154005,0.0811961,0.084328,0.544959,0.485763,0.596871,0.533034,0.192124,0.730896,
353,0.382659,0.442488,0.450409,0.41205,0.483163,0.550217,0.547017,0.495147,0.585746,0.808858,0.730431,0.516142,0.140011,0.232582,0.759276,0.157395,0.0820901,0.0937321,0.539863,0.487979,0.592193,0.525594,0.187214,0.728926,
354,0.382672,0.452436,0.448402,0.413648,0.483298,0.557129,0.551234,0.504264,0.575379,0.815005,0.728836,0.516949,0.139369,0.23084,0.760671,0.158254,0.082247,0.0921948,0.541365,0.487564,0.594434,0.526972,0.188983,0.729329,
355,0.377006,0.454917,0.446288,0.416552,0.482541,0.555457,0.551682,0.50517,0.576778,0.817986,0.728239,0.516881,0.138383,0.23266,0.759576,0.16853,0.0823566,0.0863004,0.537014,0.488107,0.586021,0.526592,0.188919,0.730406,
356,0.382533,0.448021,0.444617,0.416271,0.482734,0.559484,0.549175,0.499777,0.582348,0.824277,0.72839,0.512175,0.135709,0.236085,0.758728,0.169796,0.0819254,0.08343,0.539202,0.487301,0.586053,0.527225,0.191829,0.730126,
357,0.379312,0.455217,0.443349,0.41635,0.482904,0.561766,0.550429,0.499743,0.583291,0.822892,0.727886,0.511906,0.138086,0.234628,0.759384,0.169032,0.0820561,0.0839678,0.538925,0.488661,0.586859,0.526131,0.191145,0.728317,
358,0.378735,0.447731,0.444327,0.416677,0.4841,0.565444,0.544932,0.490688,0.601652,0.819002,0.719626,0.510183,0.138173,0.234451,0.755237,0.168205,0.0820295,0.0840427,0.538381,0.4896,0.586426,0.524781,0.196226,0.728932,
359,0.378738,0.433182,0.44781,0.410964,0.483802,0.562367,0.53907,0.487394,0.612243,0.815922,0.717389,0.509437,0.138882,0.231225,0.754556,0.165615,0.0810056,0.0841039,0.538282,0.487421,0.587131,0.525642,0.198201,0.720143,
360,0.379756,0.425573,0.451331,0.402331,0.482878,0.557027,0.535276,0.485265,0.613101,0.817666,0.71916,0.511083,0.138879,0.226937,0.74948,0.165362,0.0823825,0.0882333,0.537956,0.489033,0.58674,0.527621,0.194527,0.710536,
361,0.380363,0.422792,0.451359,0.402019,0.483717,0.551795,0.535612,0.485529,0.60825,0.823205,0.725343,0.507036,0.139687,0.221597,0.747019,0.164446,0.0827648,0.085817,0.541007,0.489044,0.586053,0.529887,0.19502,0.710491,
362,0.378405,0.422029,0.450731,0.405947,0.48643,0.549708,0.534283,0.488155,0.609933,0.828376,0.718492,0.508399,0.142227,0.221498,0.746976,0.164284,0.0817133,0.0868862,0.540777,0.488693,0.585063,0.533928,0.195725,0.709548,
363,0.380847,0.421777,0.451504,0.407648,0.485693,0.547705,0.533786,0.486214,0.610669,0.824241,0.718667,0.506768,0.135238,0.219366,0.739512,0.164615,0.0858301,0.0743479,0.544589,0.488822,0.582099,0.528795,0.195845,0.709557,
364,0.37984,0.420563,0.447172,0.407202,0.486056,0.547857,0.534957,0.484009,0.609031,0.824113,0.71912,0.507585,0.129493,0.21733,0.737819,0.14979,0.0923445,0.0705153,0.54088,0.489679,0.581873,0.527617,0.196776,0.705692,
365,0.377314,0.419678,0.450947,0.405238,0.489214,0.547789,0.536,0.482927,0.610088,0.830592,0.7127,0.509328,0.131764,0.219022,0.739501,0.158445,0.0925362,0.0700351,0.545465,0.490459,0.582795,0.521699,0.196564,0.704774,
366,0.374703,0.418876,0.452401,0.403015,0.491991,0.545227,0.537331,0.484369,0.607599,0.844996,0.704784,0.518398,0.133284,0.218405,0.740095,0.158529,0.0927313,0.069965,0.546806,0.489664,0.581385,0.52103,0.196712,0.703413,
367,0.373955,0.419232,0.451674,0.402613,0.492403,0.543031,0.535416,0.482761,0.607238,0.84679,0.706632,0.518149,0.139248,0.2172,0.740984,0.160512,0.0928405,0.0709684,0.550774,0.4907,0.579171,0.518501,0.198258,0.704058,
368,0.377483,0.418802,0.451332,0.402905,0.496015,0.54209,0.536598,0.486664,0.607545,0.847627,0.708234,0.516245,0.132631,0.21705,0.73556,0.160005,0.0937974,0.0691717,0.550033,0.491179,0.5809,0.510851,0.196633,0.705469,
369,0.37702,0.414263,0.451131,0.402637,0.491302,0.5395,0.532814,0.486512,0.608365,0.849706,0.705847,0.517245,0.134272,0.21957,0.73419,0.160551,0.0931347,0.0695532,0.549487,0.489955,0.579486,0.513194,0.198253,0.703914,
370,0.377975,0.419291,0.451586,0.39845,0.489321,0.538388,0.532248,0.485647,0.606935,0.848762,0.706557,0.517391,0.140831,0.221626,0.733705,0.160799,0.0928143,0.0693743,0.552335,0.492984,0.574827,0.518925,0.204654,0.70544,
371,0.377519,0.418903,0.451151,0.395942,0.494073,0.533246,0.531108,0.48222,0.598387,0.84686,0.704836,0.516508,0.138297,0.222179,0.738635,0.176311,0.106819,0.0689443,0.550043,0.49225,0.57329,0.512137,0.19939,0.708461,
372,0.379198,0.418876,0.451606,0.39488,0.49395,0.53385,0.536732,0.48092,0.606718,0.847947,0.701065,0.514796,0.137853,0.224648,0.739856,0.184975,0.111232,0.0713553,0.552385,0.485943,0.566299,0.504375,0.194461,0.707951,
373,0.379432,0.418887,0.451081,0.397593,0.491942,0.534052,0.530366,0.481959,0.603378,0.849445,0.696741,0.50638,0.13356,0.221846,0.740009,0.190311,0.114803,0.0695061,0.550405,0.48648,0.564957,0.502545,0.193954,0.713805,
374,0.384849,0.420581,0.447092,0.395633,0.491267,0.531493,0.531968,0.481084,0.603254,0.849359,0.686264,0.500212,0.13241,0.225018,0.739056,0.19022,0.114795,0.0697292,0.5603,0.479664,0.562659,0.506368,0.193676,0.712204,
375,0.383565,0.419176,0.446145,0.39232,0.493799,0.535677,0.531426,0.481081,0.600015,0.84639,0.687326,0.503934,0.132864,0.223292,0.739728,0.19039,0.115021,0.069739,0.560542,0.485861,0.565604,0.50582,0.194141,0.713601,
376,0.376699,0.418971,0.448622,0.388596,0.491,0.540843,0.528523,0.482273,0.600386,0.842686,0.693946,0.505906,0.13659,0.224141,0.740495,0.190366,0.11467,0.0700366,0.55425,0.486839,0.559999,0.50344,0.19412,0.713074,
377,0.373708,0.418577,0.451248,0.389335,0.490936,0.543517,0.526647,0.483315,0.596336,0.841947,0.697808,0.498828,0.136544,0.222232,0.741374,0.1903,0.114972,0.0694018,0.55333,0.486317,0.561197,0.504039,0.197452,0.715861,
378,0.37276,0.418494,0.45126,0.389802,0.490752,0.542757,0.51725,0.48575,0.594045,0.845546,0.687401,0.498904,0.138252,0.219476,0.744085,0.190126,0.114922,0.0695895,0.550129,0.49176,0.561229,0.50288,0.203784,0.715206,
379,0.373066,0.417843,0.449811,0.389176,0.491508,0.546567,0.523278,0.489197,0.598351,0.84701,0.685018,0.500496,0.137969,0.220483,0.739792,0.189887,0.116564,0.0714864,0.552571,0.485522,0.554442,0.507681,0.210166,0.722095,
380,0.371718,0.415921,0.451025,0.388343,0.491313,0.541335,0.53097,0.488785,0.597932,0.849435,0.674755,0.500615,0.138396,0.219763,0.739671,0.189966,0.116112,0.0829041,0.555709,0.485133,0.555129,0.508001,0.211793,0.722124,
381,0.370932,0.41625,0.450868,0.388816,0.490664,0.54381,0.538598,0.48387,0.59648,0.849352,0.679032,0.499156,0.137757,0.220474,0.738583,0.187972,0.119542,0.0706357,0.551838,0.490309,0.557587,0.506451,0.212131,0.722574,
382,0.372839,0.411761,0.45093,0.389449,0.491117,0.544481,0.538388,0.483812,0.595595,0.849829,0.674406,0.496655,0.137754,0.219901,0.739606,0.190099,0.115068,0.0700378,0.556547,0.478455,0.554933,0.505027,0.210506,0.721924,
383,0.368672,0.406903,0.450176,0.386768,0.491143,0.538199,0.540776,0.481484,0.59593,0.848955,0.673599,0.495223,0.136141,0.220042,0.735943,0.188934,0.124737,0.0694078,0.557423,0.471433,0.549549,0.49898,0.211915,0.728624,
384,0.366185,0.405449,0.449896,0.387065,0.489548,0.538379,0.53775,0.482532,0.596383,0.850149,0.673204,0.497182,0.136056,0.220343,0.735852,0.190148,0.119516,0.0701856,0.545876,0.488332,0.557949,0.480797,0.221039,0.725596,
385,0.358289,0.403725,0.450592,0.389016,0.487917,0.537039,0.535814,0.483637,0.590065,0.850528,0.673418,0.500287,0.128205,0.218635,0.73551,0.190774,0.129009,0.0699662,0.54938,0.479402,0.554182,0.482319,0.221451,0.724649,
386,0.355581,0.402271,0.450487,0.387183,0.492163,0.538313,0.535645,0.483801,0.591104,0.851687,0.676334,0.500258,0.128683,0.219042,0.740018,0.190863,0.129311,0.0694052,0.553865,0.472914,0.550121,0.484568,0.231747,0.725529,
387,0.341988,0.405897,0.450415,0.387471,0.492107,0.540097,0.539337,0.483713,0.590481,0.849385,0.676352,0.500437,0.125795,0.218135,0.737328,0.194745,0.123937,0.0699782,0.546179,0.486196,0.556865,0.488386,0.22226,0.724896,
388,0.346261,0.409748,0.452223,0.38755,0.490981,0.537924,0.551014,0.473985,0.592898,0.849851,0.673105,0.500986,0.120152,0.216576,0.738964,0.193133,0.130496,0.0693336,0.543946,0.498859,0.557797,0.488457,0.215018,0.725237,
389,0.365483,0.396926,0.453377,0.389176,0.4914,0.532828,0.550693,0.467449,0.59291,0.849836,0.673002,0.501769,0.120611,0.216924,0.738894,0.190722,0.133205,0.0697368,0.552011,0.480124,0.552153,0.488264,0.20955,0.724564,
390,0.36507,0.396438,0.453986,0.389408,0.491152,0.531877,0.551435,0.468594,0.591279,0.849641,0.67359,0.500267,0.118748,0.215684,0.738048,0.188644,0.133323,0.0753574,0.545952,0.496656,0.56018,0.488462,0.209178,0.725123,
391,0.353764,0.401654,0.452266,0.38628,0.490387,0.532882,0.550856,0.468722,0.592498,0.84858,0.671323,0.498946,0.116234,0.213719,0.734743,0.187382,0.143426,0.0779093,0.547084,0.504185,0.562465,0.487132,0.211532,0.725888,
392,0.35046,0.403313,0.450996,0.386385,0.492208,0.534499,0.551363,0.469766,0.596353,0.849606,0.666409,0.50001,0.114666,0.217341,0.725906,0.188396,0.142247,0.0766415,0.538573,0.496532,0.559909,0.485747,0.21215,0.72814,
393,0.357317,0.401556,0.455618,0.384883,0.492682,0.530664,0.550162,0.465589,0.598321,0.849289,0.660698,0.498573,0.11985,0.218092,0.718575,0.190616,0.134246,0.0693128,0.538698,0.496566,0.556292,0.486045,0.216653,0.727948,
394,0.350388,0.407792,0.454111,0.38475,0.494751,0.535911,0.55499,0.465995,0.598471,0.849979,0.653467,0.498842,0.119901,0.222967,0.714422,0.190239,0.133453,0.062456,0.539304,0.499148,0.558408,0.487983,0.2174,0.727551,
395,0.343165,0.412053,0.452032,0.381384,0.493712,0.538561,0.552562,0.466891,0.600493,0.850178,0.662414,0.499069,0.12048,0.226788,0.715389,0.191193,0.133588,0.0704907,0.542518,0.500362,0.559911,0.487165,0.219643,0.726144,
396,0.339511,0.419474,0.446239,0.38163,0.494893,0.540244,0.549408,0.474229,0.603166,0.850836,0.660378,0.500219,0.120237,0.21693,0.717527,0.189852,0.133454,0.0700868,0.546281,0.49929,0.559001,0.479975,0.224169,0.725018,
397,0.331823,0.420016,0.443392,0.385921,0.494012,0.540361,0.544992,0.472086,0.6077,0.847158,0.661129,0.500227,0.120092,0.224252,0.716709,0.19244,0.12967,0.0699285,0.544195,0.495907,0.556937,0.487834,0.225411,0.725714,
398,0.339588,0.416101,0.450452,0.388854,0.49527,0.542584,0.543355,0.47447,0.616048,0.845376,0.66338,0.503693,0.120131,0.225514,0.718819,0.189622,0.132113,0.0696014,0.542995,0.493733,0.554579,0.488363,0.223918,0.726084,
399,0.342883,0.418918,0.450276,0.389012,0.495338,0.542571,0.551586,0.466582,0.622177,0.845502,0.664012,0.500095,0.120765,0.215584,0.718603,0.190107,0.128057,0.0681615,0.547166,0.498967,0.559405,0.487521,0.227385,0.728684,
400,0.344098,0.424674,0.436833,0.387263,0.499034,0.542456,0.547328,0.507042,0.562771,0.845606,0.668314,0.495151, , , ,  , , ,  , , ,  , , , 
401,0.350561,0.424983,0.436375,0.386909,0.500841,0.545034,0.546236,0.506674,0.560099,0.846794,0.669938,0.495683, , , ,  , , ,  , , ,  , , , 
402,0.352779,0.42383,0.440655,0.387995,0.501941,0.544238,0.550332,0.51137,0.564345,0.845404,0.667852,0.498388, , , ,  , , ,  , , ,  , , , 
403,0.354673,0.418681,0.448639,0.387239,0.50242,0.546791,0.551641,0.507971,0.564408,0.847196,0.666312,0.489009, , , ,  , , ,  , , ,  , , , 
404,0.353091,0.417161,0.453126,0.386595,0.503324,0.546395,0.550538,0.511412,0.56458,0.847913,0.669333,0.482086, , , ,  , , ,  , , ,  , , , 
405,0.352696,0.415886,0.450176,0.384776,0.502453,0.547842,0.55035,0.510779,0.564282,0.848569,0.666508,0.480622, , , ,  , , ,  , , ,  , , , 
406,0.352886,0.416219,0.44827,0.383053,0.503368,0.545937,0.548764,0.507348,0.564853,0.846923,0.66849,0.487249, , , ,  , , ,  , , ,  , , , 
407,0.353057,0.416082,0.448259,0.381823,0.502374,0.546156,0.546428,0.504607,0.563656,0.847576,0.669237,0.493857, , , ,  , , ,  , , ,  , , , 
408,0.348318,0.416661,0.447767,0.38376,0.501576,0.54611,0.546173,0.506667,0.563594,0.849753,0.66786,0.49733, , , ,  , , ,  , , ,  , , , 
409,0.349831,0.416279,0.449427,0.384306,0.499483,0.547436,0.545501,0.507905,0.564733,0.849937,0.666679,0.496887, , , ,  , , ,  , , ,  , , , 
410,0.347007,0.416789,0.449464,0.385743,0.501636,0.550973,0.548066,0.509498,0.564579,0.849738,0.667472,0.497837, , , ,  , , ,  , , ,  , , , 
411,0.341412,0.416123,0.44945,0.386036,0.502743,0.55387,0.54727,0.512953,0.56286,0.849712,0.665741,0.496765, , , ,  , , ,  , , ,  , , , 
412,0.341119,0.416654,0.450468,0.382132,0.501719,0.550312,0.545857,0.514732,0.557298,0.848777,0.671479,0.496692, , , ,  , , ,  , , ,  , , , 
413,0.340387,0.418328,0.450104,0.380678,0.506246,0.556923,0.548007,0.51312,0.561942,0.85032,0.673099,0.498907, , , ,  , , ,  , , ,  , , , 
414,0.341559,0.419165,0.45033,0.380743,0.508449,0.560815,0.545507,0.514672,0.564923,0.852267,0.674111,0.498755, , , ,  , , ,  , , ,  , , , 
415,0.34642,0.418575,0.450744,0.380697,0.508551,0.561689,0.54467,0.512117,0.562307,0.854244,0.672278,0.493429, , , ,  , , ,  , , ,  , , , 
416,0.352773,0.41806,0.445193,0.382298,0.51368,0.561171,0.546136,0.506359,0.556197,0.849019,0.675788,0.49777, , , ,  , , ,  , , ,  , , , 
417,0.354657,0.417966,0.444749,0.383306,0.516376,0.564754,0.545409,0.512726,0.558124,0.848734,0.676997,0.498037, , , ,  , , ,  , , ,  , , , 
418,0.356207,0.417064,0.454098,0.384315,0.513983,0.565434,0.545554,0.522304,0.564514,0.849982,0.677826,0.497892, , , ,  , , ,  , , ,  , , , 
419,0.35627,0.416603,0.450444,0.38217,0.509482,0.562752,0.546226,0.520106,0.563707,0.851807,0.679481,0.497679, , , ,  , , ,  , , ,  , , , 
